file_path,sharpness_ave,light_or_dark
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch543.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch544.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch545.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch546.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch547.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch548.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch549.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch550.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch551.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch552.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch553.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch554.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch555.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch556.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch557.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch558.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch559.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch560.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch561.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch562.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch563.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch564.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch565.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch566.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch567.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch568.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch569.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch570.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch571.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch572.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch573.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch574.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch575.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch576.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch577.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch578.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch579.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch580.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch581.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch582.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch583.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch584.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch585.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch586.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch587.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch588.jpg,0,1
