Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,avg_brightness,light_or_dark,T_proxy,outcome,y0,y1
98,ATOM Selves-MH 200 GM Digital Pocket Scale,appliances,All Appliances,https://m.media-amazon.com/images/I/41Oo66iQH7L._AC_UL320_.jpg,https://www.amazon.in/Atom-Selves-A100-Digital-Pocket-Silver/dp/B06XMZV7RH/ref=sr_1_99?qid=1679135591&s=appliances&sr=1-99,3.9,4778,₹288,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/98.jpg,54890.0,1530.0506559934854,0,212.579541877694,1,1,1,0.5118638985169088,0.7000349937912599
103,BONIRY Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffle...,appliances,All Appliances,https://m.media-amazon.com/images/I/71TtVlWkDDL._AC_UL320_.jpg,https://www.amazon.in/BONIRY-Waffle-Maker-Inch-Watts/dp/B099DSHFJP/ref=sr_1_104?qid=1679135591&s=appliances&sr=1-104,4.0,945,₹899,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/103.jpg,219890.0,2508.166441182856,0,204.50431176801803,1,1,0,0.5118638985169088,0.7000349937912599
112,"VIBRAT Washer Dryer Anti Vibration Pads with Suction Cup Feet, Fridge Washing Machine Leveling Feet Anti Walk Pads Shock A...",appliances,All Appliances,https://m.media-amazon.com/images/I/510bpbIsIXL._AC_UL320_.jpg,https://www.amazon.in/VIBRAT-Vibration-Leveling-Absorber-Furniture/dp/B098Q6YX19/ref=sr_1_113?qid=1679135591&s=appliances&sr=1-113,3.8,6755,₹249,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/112.jpg,54890.0,2263.628282585583,0,203.80279696396795,1,1,1,0.5118638985169088,0.7000349937912599
114,"LG 1.5 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19JNXE/dp/B0BQ3MJ1TG/ref=sr_1_115?qid=1679135591&s=appliances&sr=1-115,4.0,69,"₹37,990",68990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/114.jpg,7588900.0,4512.288888175549,1,216.2042379222973,1,1,1,0.4881361014830912,0.6797309200954137
115,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",appliances,All Appliances,https://m.media-amazon.com/images/I/51gCF-g7GIL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Splendora-Instant-Water-Heater/dp/B097R2V1W8/ref=sr_1_116?qid=1679135591&s=appliances&sr=1-116,4.1,22369,"₹2,599",5890.0,/root/graduation_thetis/causal-bert-pytorch/input/images/115.jpg,647900.0,2093.849072873264,0,229.9564141346154,1,1,0,0.5118638985169088,0.7000349937912599
117,"Crompton Ozone Desert Air Cooler- 75L; with Everlast Pump, Auto Fill, 4-Way Air Deflection and High Density Honeycomb pad...",appliances,All Appliances,https://m.media-amazon.com/images/I/51VBo2iDGxL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Greaves-75-Litre-Desert-Cooler/dp/B01DPL9B00/ref=sr_1_118?qid=1679135591&s=appliances&sr=1-118,4.0,10523,"₹10,439",17200.0,/root/graduation_thetis/causal-bert-pytorch/input/images/117.jpg,1892000.0,4709.098574540117,1,228.1607994878762,1,1,1,0.4881361014830912,0.6797309200954137
119,IFB Essentials Fluff Front Load Fabric Liquid Detergent - 1 liters,appliances,All Appliances,https://m.media-amazon.com/images/I/61V7RNLQhYL._AC_UL320_.jpg,https://www.amazon.in/IFB-Essentials-Fluff-Fabric-Detergent/dp/B075GSVL1M/ref=sr_1_120?qid=1679135591&s=appliances&sr=1-120,4.4,10292,₹330,360.0,/root/graduation_thetis/causal-bert-pytorch/input/images/119.jpg,39600.0,4083.797149610072,1,210.92208351212685,1,1,1,0.4881361014830912,0.6797309200954137
128,"Eureka Forbes Supervac 1600 Watts Powerful Suction,bagless Vacuum Cleaner with cyclonic Technology,7 Accessories,1 Year Wa...",appliances,All Appliances,https://m.media-amazon.com/images/I/51k9Necv-NL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Powerful-Technology-GFCDSFSVL00000/dp/B09FZ89DK6/ref=sr_1_129?qid=1679135592&s=appliances&sr=1-129,4.2,1414,"₹5,999",9999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/128.jpg,1099890.0,3271.712514493508,1,199.81148288821583,1,1,1,0.4881361014830912,0.6797309200954137
133,"Bajaj Rex 750W Mixer Grinder with Nutri Pro Feature, 4 Jars, White",appliances,All Appliances,https://m.media-amazon.com/images/I/51BNv1auG3L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Rex-Mixer-Grinder-White/dp/B08G8H8DPL/ref=sr_1_134?qid=1679135592&s=appliances&sr=1-134,4.0,5318,"₹3,249",6375.0,/root/graduation_thetis/causal-bert-pytorch/input/images/133.jpg,701250.0,2882.3234061264347,0,216.1620198096886,1,1,0,0.5118638985169088,0.7000349937912599
136,"PrettyKrafts L1113 Laundry Basket for Clothes, Toy Storage Box with Lid & Handles, Toy Storage Box, 75 LTR,Mushroom Print,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+A0MhKLRL._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Laundry-Clothes-Storage-Mushroom/dp/B08D6RCM3Q/ref=sr_1_137?qid=1679135592&s=appliances&sr=1-137,4.0,1211,₹365,899.0,/root/graduation_thetis/causal-bert-pytorch/input/images/136.jpg,98890.0,10041.03171107919,1,214.84432473958336,1,1,1,0.4881361014830912,0.6797309200954137
137,Bajaj Esteem 400 mm Pedestal Fan (White),appliances,All Appliances,https://m.media-amazon.com/images/I/51UQW8aGMGL._AC_UL320_.jpg,https://www.amazon.in/Esteem-400-Pedestal-Fan-White/dp/B07P4G91WN/ref=sr_1_138?qid=1679135592&s=appliances&sr=1-138,3.8,3109,"₹2,319",3855.0,/root/graduation_thetis/causal-bert-pytorch/input/images/137.jpg,424050.0,939.212146138354,0,243.7504811397059,1,1,0,0.5118638985169088,0.7000349937912599
138,"Eureka Forbes Quick Clean DX Vacuum Cleaner with 1200 Watts Powerful Suction Control, 3 Free Reusable dust Bag worth Rs 50...",appliances,All Appliances,https://m.media-amazon.com/images/I/71JS5wMHfnL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Quick-Clean-DX/dp/B00F3ABSXU/ref=sr_1_139?qid=1679135592&s=appliances&sr=1-139,3.9,33779,"₹3,299",4499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/138.jpg,494890.0,6536.240573383801,1,211.6571992242908,1,1,1,0.4881361014830912,0.6797309200954137
139,"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Ga...",appliances,All Appliances,https://m.media-amazon.com/images/I/71XQblO2R9L._AC_UL320_.jpg,https://www.amazon.in/SKYTONE-Stainless-Electric-Grinders-Vegetables/dp/B09F6KL23R/ref=sr_1_140?qid=1679135592&s=appliances&sr=1-140,3.9,1746,"₹1,424",2799.0,/root/graduation_thetis/causal-bert-pytorch/input/images/139.jpg,307890.0,3414.256182325986,1,210.82607102452533,1,1,1,0.4881361014830912,0.6797309200954137
140,"Tata Swach Bulb 6000-Litre Cartridge, 1 Piece, White, Hollow Fiber Membrane",appliances,All Appliances,https://m.media-amazon.com/images/I/51U1lbldo-L._AC_UL320_.jpg,https://www.amazon.in/Tata-Swach-Bulb-6000-Litre-Cartridge/dp/B07FXLC2G2/ref=sr_1_141?qid=1679135592&s=appliances&sr=1-141,4.2,3316,₹698,699.0,/root/graduation_thetis/causal-bert-pytorch/input/images/140.jpg,76890.0,462.6992102498692,0,215.67031364715197,1,0,0,0.5118638985169088,0.7000349937912599
142,"Voltas 1.4 Ton 3 Star Inverter Split AC(Copper, Adjustable Cooling, Anti-dust Filter, 2023 Model, 173V Vectra Platina, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/41TuyxwZ9mL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-173V-Vectra-Platina/dp/B0BRJ7N92P/ref=sr_1_143?qid=1679135592&s=appliances&sr=1-143,4.0,1666,"₹31,990",70990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/142.jpg,7808900.0,2223.5352613736936,0,223.59449541284403,1,1,1,0.5118638985169088,0.7000349937912599
145,Orient Electric Wall-49 Wall-Mounted Fan with Remote | 400mm Wall Fan for Home (Crystal White),appliances,All Appliances,https://m.media-amazon.com/images/I/81rclwpwmYL._AC_UL320_.jpg,https://www.amazon.in/Orient-Electric-Wall-49-Remote-Crystal/dp/B01DLTWNTM/ref=sr_1_146?qid=1679135594&s=appliances&sr=1-146,4.1,4088,"₹2,910",4235.0,/root/graduation_thetis/causal-bert-pytorch/input/images/145.jpg,465850.0,9053.502184784991,1,231.60881967329547,1,1,1,0.4881361014830912,0.6797309200954137
146,"Preethi Blue Leaf Diamond MG-214 mixer grinder 750 watt (Blue/White), 3 jars & Flexi Lid, FBT motor with 2yr Guarantee & L...",appliances,All Appliances,https://m.media-amazon.com/images/I/51HsWbTBzwL._AC_UL320_.jpg,https://www.amazon.in/Preethi-Blue-Leaf-Diamond-750-Watt/dp/B0188KPKB2/ref=sr_1_147?qid=1679135594&s=appliances&sr=1-147,4.1,12096,"₹3,599",9455.0,/root/graduation_thetis/causal-bert-pytorch/input/images/146.jpg,1040050.0,1737.7334913925172,0,233.25612134765623,1,1,0,0.5118638985169088,0.7000349937912599
150,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/81+M1QrVNIL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Iris-Grinder-Stainless-Juicer/dp/B0756K5DYZ/ref=sr_1_151?qid=1679135594&s=appliances&sr=1-151,3.9,43702,"₹3,249",5295.0,/root/graduation_thetis/causal-bert-pytorch/input/images/150.jpg,582450.0,4028.377398873593,1,224.2746294625,1,1,1,0.4881361014830912,0.6797309200954137
161,NOVA Lint Remover for Clothes & Fabric Shaver for Woolen Clothes & Lint Shaver | 1 Year Warranty |,appliances,All Appliances,https://m.media-amazon.com/images/I/71xY36JmbRL._AC_UL320_.jpg,https://www.amazon.in/Remover-Clothes-Fabric-Shaver-Warranty/dp/B0BPSNLQB2/ref=sr_1_162?qid=1679135594&s=appliances&sr=1-162,4.3,668,₹405,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/161.jpg,109890.0,13997.362188351946,1,213.30608307897288,1,1,1,0.4881361014830912,0.6797309200954137
162,KENT 16051 Hand Blender 300 W | 5 Variable Speed Control | Multiple Beaters & Dough Hooks | Turbo Function,appliances,All Appliances,https://m.media-amazon.com/images/I/71535ejOAWS._AC_UL320_.jpg,https://www.amazon.in/Kent-Hand-Blender-300-White/dp/B07Y5FDPKV/ref=sr_1_163?qid=1679135594&s=appliances&sr=1-163,4.2,14456,"₹1,260",1999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/162.jpg,219890.0,5332.803679920132,1,226.70362175324672,1,1,1,0.4881361014830912,0.6797309200954137
164,"Coway Professional Air Purifier for Home, Longest Filter Life 8500 Hrs, Green True HEPA Filter, Traps 99.99% Virus & PM 0....",appliances,All Appliances,https://m.media-amazon.com/images/I/91mE+0CCnGL._AC_UL320_.jpg,https://www.amazon.in/Coway-Professional-Purifier-Anti-Virus-AP-1019C/dp/B08GJ57MKL/ref=sr_1_165?qid=1679135594&s=appliances&sr=1-165,4.4,3856,"₹14,400",34990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/164.jpg,3848900.0,14828.50371765472,1,199.64234721320344,1,1,1,0.4881361014830912,0.6797309200954137
167,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),appliances,All Appliances,https://m.media-amazon.com/images/I/51JBzLQxczL._AC_UL320_.jpg,https://www.amazon.in/Philips-Collection-HD2582-00-830-Watt/dp/B071VNHMX2/ref=sr_1_168?qid=1679135594&s=appliances&sr=1-168,4.5,8163,,2095.0,/root/graduation_thetis/causal-bert-pytorch/input/images/167.jpg,230450.0,595.5444767154308,0,230.8806835271318,1,1,1,0.5118638985169088,0.7000349937912599
169,INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measur...,appliances,All Appliances,https://m.media-amazon.com/images/I/61QDkUVepSL._AC_UL320_.jpg,https://www.amazon.in/INKULTURE-Stainless-Measuring-Kitchen-Gadgets/dp/B08JKPVDKL/ref=sr_1_170?qid=1679135595&s=appliances&sr=1-170,4.3,2409,₹295,749.0,/root/graduation_thetis/causal-bert-pytorch/input/images/169.jpg,82390.0,4496.440565637776,1,222.3533400662252,1,1,1,0.4881361014830912,0.6797309200954137
170,Crompton SUREBREEZE HILLBRIZ DECO 1200 mm (48 inch) Ceiling Fan ( Smoked Brown ) 1 Star,appliances,All Appliances,https://m.media-amazon.com/images/I/41QzF9RX0PL._AC_UL320_.jpg,https://www.amazon.in/Crompton-SUREBREEZE-HILLBRIZ-Ceiling-Smoked/dp/B0BTSKSHNC/ref=sr_1_171?qid=1679135595&s=appliances&sr=1-171,4.0,3711,"₹1,899",3139.0,/root/graduation_thetis/causal-bert-pytorch/input/images/170.jpg,345290.0,1920.215792045425,0,222.24634591450217,1,1,1,0.5118638985169088,0.7000349937912599
172,"Havells 1200mm Ambrose Energy Saving Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/61bMMtZoveL._AC_UL320_.jpg,https://www.amazon.in/Havells-1200mm-Ambrose-Energy-Ceiling/dp/B0BSWKRMN7/ref=sr_1_173?qid=1679135595&s=appliances&sr=1-173,4.2,2796,"₹2,325",3675.0,/root/graduation_thetis/causal-bert-pytorch/input/images/172.jpg,404250.0,1611.9536096562251,0,237.8832224619289,1,1,1,0.5118638985169088,0.7000349937912599
173,"GaxQuly Electric Juicer 6 Blade Rechargable Portable USB Bottle Blender Shaker Juicer A 2000 Juicer Mixer Grinder (1 Jar, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51o8FNzBCyL._AC_UL320_.jpg,https://www.amazon.in/GaxQuly-Rechargable-USB-Multicolor-JUICER/dp/B0BQVVS9S7/ref=sr_1_174?qid=1679135595&s=appliances&sr=1-174,4.2,123,₹799,2599.0,/root/graduation_thetis/causal-bert-pytorch/input/images/173.jpg,285890.0,5951.937294775502,1,211.6808721780937,1,1,0,0.4881361014830912,0.6797309200954137
175,"PHILIPS HL1655/00 Hand Blender, 250W",appliances,All Appliances,https://m.media-amazon.com/images/I/41-5nd-r6bL._AC_UL320_.jpg,https://www.amazon.in/Philips-Collection-HL1655-00-250-Watt/dp/B00YQLG7GK/ref=sr_1_176?qid=1679135595&s=appliances&sr=1-176,4.2,14562,"₹1,699",2095.0,/root/graduation_thetis/causal-bert-pytorch/input/images/175.jpg,230450.0,1547.2782701718293,0,239.81693317145275,1,1,1,0.5118638985169088,0.7000349937912599
176,Akiara - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension tabl...,appliances,All Appliances,https://m.media-amazon.com/images/I/81wUYpGgUGL._AC_UL320_.jpg,https://www.amazon.in/akiara-Machine-Stitching-extension-adapter/dp/B09R83SFYV/ref=sr_1_177?qid=1679135595&s=appliances&sr=1-177,3.7,1325,"₹1,499",2499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/176.jpg,274890.0,11033.94612139659,1,194.59658520911657,1,1,1,0.4881361014830912,0.6797309200954137
178,Polycab Elanza 5 Blade 400mm Mini Pedestal Fan with 2 Year Warranty (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/617UZGtTvCL._AC_UL320_.jpg,https://www.amazon.in/Polycab-India-Elanza-ELANZA-PEDESTAL/dp/B09637JLXN/ref=sr_1_179?qid=1679135595&s=appliances&sr=1-179,3.7,33,"₹1,899",2799.0,/root/graduation_thetis/causal-bert-pytorch/input/images/178.jpg,307890.0,15364.61985949241,1,203.5370050271739,1,1,1,0.4881361014830912,0.6797309200954137
180,Activa Easy Mix Nutri Mixer Grinder 500 Watt | Long Lasting Shock Proof ABS Body | Heavy Duty Motor With Nano - Grinding T...,appliances,All Appliances,https://m.media-amazon.com/images/I/61uE9aOtNzL._AC_UL320_.jpg,https://www.amazon.in/Activa-Nutri-Mixer-Grinder-Lasting/dp/B0BDZWMGZ1/ref=sr_1_181?qid=1679135595&s=appliances&sr=1-181,3.9,305,"₹1,249",3990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/180.jpg,438900.0,2754.012136441662,0,215.8797513376384,1,1,1,0.5118638985169088,0.7000349937912599
184,Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,appliances,All Appliances,https://m.media-amazon.com/images/I/71u4k4-PFNL._AC_UL320_.jpg,https://www.amazon.in/Sujata-Powermatic-Watts-Juicer-Grinder/dp/B071113J7M/ref=sr_1_185?qid=1679135595&s=appliances&sr=1-185,4.5,7422,"₹5,870",7506.0,/root/graduation_thetis/causal-bert-pytorch/input/images/184.jpg,825660.0,2635.7274829861526,0,215.26232733769376,1,1,1,0.5118638985169088,0.7000349937912599
185,"FIGMENT Table Fan Table Fan High Speed, Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Hom...",appliances,All Appliances,https://m.media-amazon.com/images/I/41q1NHA1QtL._AC_UL320_.jpg,https://www.amazon.in/FIGMENT-Powerful-Rechargeable-Kitchen-standard/dp/B0BQVV7T93/ref=sr_1_186?qid=1679135595&s=appliances&sr=1-186,4.7,117,₹849,999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/185.jpg,109890.0,4445.528495921237,1,233.0547395767405,1,1,1,0.4881361014830912,0.6797309200954137
186,"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",appliances,All Appliances,https://m.media-amazon.com/images/I/61km34kPOOL._AC_UL320_.jpg,https://www.amazon.in/Plastic-Powermatic-Jar-Juicer-Grinder-Chutney/dp/B07Y9PY6Y1/ref=sr_1_187?qid=1679135595&s=appliances&sr=1-187,4.5,5351,"₹6,490",7308.0,/root/graduation_thetis/causal-bert-pytorch/input/images/186.jpg,803880.0,2631.212110128504,0,215.2524702398256,1,1,1,0.5118638985169088,0.7000349937912599
189,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpet...",appliances,All Appliances,https://m.media-amazon.com/images/I/81nQXF18eiL._AC_UL320_.jpg,https://www.amazon.in/Philips-GC026-30-Fabric-Shaver/dp/B00TDD0YM4/ref=sr_1_190?qid=1679135595&s=appliances&sr=1-190,4.3,3835,"₹1,690",1695.0,/root/graduation_thetis/causal-bert-pytorch/input/images/189.jpg,186450.0,7441.577296997226,1,198.65651944624352,1,1,1,0.4881361014830912,0.6797309200954137
194,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr,Mushroom Print,White, Set of 2 ,Cardboard",appliances,All Appliances,https://m.media-amazon.com/images/I/61UdN7W8DJL._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Laundry-clothes-Organiser-Mushroom/dp/B08YYX4W3L/ref=sr_1_195?qid=1679135597&s=appliances&sr=1-195,3.8,53,₹380,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/194.jpg,164890.0,10462.788245888398,1,221.99536490213524,1,1,1,0.4881361014830912,0.6797309200954137
