Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,embedding_path,embedding,price_ave,output,output_2v,brightness,light_or_dark
13,14,86,"Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof PVC Material|Size-48 cm x 33 cm ,Pack of...",appliances,All Appliances,https://m.media-amazon.com/images/I/71A77D0r+oL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Circle-Design-Refrigerator/dp/B07MBB2LHW/ref=sr_1_87?qid=1679135589&s=appliances&sr=1-87,4.2,8159,₹176,538.0,/root/graduation_thetis/causal-bert-pytorch/input/images/86.jpg,59180.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_14.pkl,52.111046,0,2499.811045837402,1,168.51415756510414,light
14,16,88,Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Coffee Br...,appliances,All Appliances,https://m.media-amazon.com/images/I/51s36oqI6KL._AC_UL320_.jpg,https://www.amazon.in/Candes-Star-Anti-dust-Decorative-Warranty/dp/B09296RG1X/ref=sr_1_89?qid=1679135589&s=appliances&sr=1-89,3.8,1161,"₹1,299",2299.0,/root/graduation_thetis/causal-bert-pytorch/input/images/88.jpg,252890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_16.pkl,43.247334,0,391.54733352661134,1,218.48724918699185,light
15,17,89,"Prestige Hard Anodised Aluminium Plus Cookware Induction Base Roti Tawa, 22.5cm, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/41yIomgcfML._AC_UL320_.jpg,https://www.amazon.in/Prestige-Anodised-Cookware-Induction-225mm/dp/B00N2ZJCJA/ref=sr_1_90?qid=1679135589&s=appliances&sr=1-90,3.9,9555,₹675,780.0,/root/graduation_thetis/causal-bert-pytorch/input/images/89.jpg,85800.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_17.pkl,42.733597,0,2909.233596801758,1,199.28628698630138,light
16,20,92,"Havells Ambrose 1200mm Energy Saving with Remote Control 5 Star Decorative BLDC Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/61nt66+QH5L._AC_UL320_.jpg,https://www.amazon.in/Havells-Ambrose-Control-Decorative-Ceiling/dp/B0BHJCC4S5/ref=sr_1_93?qid=1679135589&s=appliances&sr=1-93,4.3,10025,"₹3,399",4510.0,/root/graduation_thetis/causal-bert-pytorch/input/images/92.jpg,496100.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_20.pkl,39.382195,1,3047.382194519043,1,244.0273381625442,light
17,21,93,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",appliances,All Appliances,https://m.media-amazon.com/images/I/81g9UkFjanL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-600-Watt-Light-Weight/dp/B00SMJPA9C/ref=sr_1_94?qid=1679135589&s=appliances&sr=1-94,4.1,3259,₹499,890.0,/root/graduation_thetis/causal-bert-pytorch/input/images/93.jpg,97900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_21.pkl,51.32183,0,1029.0218307495115,1,209.40814817934782,light
18,22,94,Prestige Iris 1.0 1200 Watt Glass Induction Cooktop with Push Button (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/81n9qrP0+RL._AC_UL320_.jpg,https://www.amazon.in/Prestige-1-0-Induction-Cooktop-button/dp/B08CTZGRJT/ref=sr_1_95?qid=1679135589&s=appliances&sr=1-95,3.9,2240,"₹1,699",3280.0,/root/graduation_thetis/causal-bert-pytorch/input/images/94.jpg,360800.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_22.pkl,35.69659,1,708.196590423584,1,145.11916294087132,dark
19,23,95,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/71+cDVETcIL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Smart-750-Watt-Mixer-Grinder/dp/B075JJ5NQC/ref=sr_1_96?qid=1679135589&s=appliances&sr=1-96,4.0,21290,"₹2,799",4999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/95.jpg,549890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_23.pkl,31.905922,1,6419.405921936035,1,200.71489750951778,light
20,24,96,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",appliances,All Appliances,https://m.media-amazon.com/images/I/713pM4iTawL._AC_UL320_.jpg,https://www.amazon.in/Crompton-InstaGlide-Certified-Dry-Iron/dp/B08235JZFB/ref=sr_1_97?qid=1679135591&s=appliances&sr=1-97,4.1,7959,₹807,1000.0,/root/graduation_thetis/causal-bert-pytorch/input/images/96.jpg,110000.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_24.pkl,42.355804,0,2430.055804443359,1,200.439253936531,light
21,25,97,"PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1400W, 4.1 Liter (Bl...",appliances,All Appliances,https://m.media-amazon.com/images/I/614TSm1LckL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W/ref=sr_1_98?qid=1679135591&s=appliances&sr=1-98,4.4,1853,"₹7,499",9995.0,/root/graduation_thetis/causal-bert-pytorch/input/images/97.jpg,1099450.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_25.pkl,31.57066,1,587.9706596374511,1,89.13483970382462,dark
22,26,98,ATOM Selves-MH 200 GM Digital Pocket Scale,appliances,All Appliances,https://m.media-amazon.com/images/I/41Oo66iQH7L._AC_UL320_.jpg,https://www.amazon.in/Atom-Selves-A100-Digital-Pocket-Silver/dp/B06XMZV7RH/ref=sr_1_99?qid=1679135591&s=appliances&sr=1-99,3.9,4778,₹288,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/98.jpg,54890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_26.pkl,41.051247,0,1474.4512466430665,1,212.57954187769397,light
23,27,99,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/41wbi-Kl5uL._AC_UL320_.jpg,https://www.amazon.in/Luminous-Vento-Deluxe-30-Watt-Ventilator/dp/B00O2R38C4/ref=sr_1_100?qid=1679135591&s=appliances&sr=1-100,4.1,13449,₹989,1490.0,/root/graduation_thetis/causal-bert-pytorch/input/images/99.jpg,163900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_27.pkl,33.929474,0,4068.629473876953,1,239.47177061646758,light
24,28,100,ImpactStrong Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking C...,appliances,All Appliances,https://m.media-amazon.com/images/I/41q+JETf-jL._AC_UL320_.jpg,https://www.amazon.in/ImpactStrong-Water-Purifier-Filter-Multi-color/dp/B0BXSMB9XN/ref=sr_1_101?qid=1679135591&s=appliances&sr=1-101,4.4,11589,₹149,199.0,/root/graduation_thetis/causal-bert-pytorch/input/images/100.jpg,21890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_28.pkl,51.40588,0,3528.105879974365,1,158.48452014670417,dark
25,29,101,IONIX Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water | Tap filter Multilayer | Cl...,appliances,All Appliances,https://m.media-amazon.com/images/I/51v7kcjUYQL._AC_UL320_.jpg,https://www.amazon.in/IONIX-Tap-filter-Multilayer-Filter-Pack/dp/B0BNDRK886/ref=sr_1_102?qid=1679135591&s=appliances&sr=1-102,3.9,1580,₹215,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/101.jpg,54890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_29.pkl,50.063255,0,524.0632553100586,1,165.0007276814516,light
26,30,102,CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Foo...,appliances,All Appliances,https://m.media-amazon.com/images/I/5152RkstzoL._AC_UL320_.jpg,https://www.amazon.in/Weighing-Multipurpose-Electronic-Measuring-Vegetable/dp/B08SJVD8QD/ref=sr_1_103?qid=1679135591&s=appliances&sr=1-103,4.1,3881,₹385.11,389.0,/root/graduation_thetis/causal-bert-pytorch/input/images/102.jpg,42790.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_30.pkl,35.977623,0,1200.2776229858398,1,181.57510083705355,light
27,31,103,BONIRY Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffle...,appliances,All Appliances,https://m.media-amazon.com/images/I/71TtVlWkDDL._AC_UL320_.jpg,https://www.amazon.in/BONIRY-Waffle-Maker-Inch-Watts/dp/B099DSHFJP/ref=sr_1_104?qid=1679135591&s=appliances&sr=1-104,4.0,945,₹899,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/103.jpg,219890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_31.pkl,57.401093,0,340.9010925292969,1,204.50431176801803,light
28,34,106,"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/715l1odFnbL._AC_UL320_.jpg,https://www.amazon.in/AGARO-1000-Watt-10-Litre-Cleaner-Function/dp/B083M7WPZD/ref=sr_1_107?qid=1679135591&s=appliances&sr=1-107,4.0,3604,"₹2,925",5999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/106.jpg,659890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_34.pkl,59.424427,1,1141.1244270324707,1,168.27650142418034,light
29,35,107,Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,appliances,All Appliances,https://m.media-amazon.com/images/I/61klTujVpjL._AC_UL320_.jpg,https://www.amazon.in/Monitor-Split-AC-Stand-White/dp/B01CS4A5V4/ref=sr_1_108?qid=1679135591&s=appliances&sr=1-108,4.1,3615,₹799,1690.0,/root/graduation_thetis/causal-bert-pytorch/input/images/107.jpg,185900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_35.pkl,48.14244,0,1132.6424407958984,1,215.4042263537906,light
30,36,108,Usha Mist Air Icy 400mm Pedestal Fan (Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/61fVhcSzHhL._AC_UL320_.jpg,https://www.amazon.in/Usha-Mist-Blade-400MM-Pedestal/dp/B077MXDNP2/ref=sr_1_109?qid=1679135591&s=appliances&sr=1-109,4.1,17394,"₹2,899",3050.0,/root/graduation_thetis/causal-bert-pytorch/input/images/108.jpg,335500.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_36.pkl,32.6821,1,5251.382098388672,1,235.0004350355691,light
31,37,109,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",appliances,All Appliances,https://m.media-amazon.com/images/I/819hK4TNlFL._AC_UL320_.jpg,https://www.amazon.in/Agaro-Esteem-Multi-Kettle-1-2/dp/B07WNK1FFN/ref=sr_1_110?qid=1679135591&s=appliances&sr=1-110,4.2,3695,"₹1,228",1699.0,/root/graduation_thetis/causal-bert-pytorch/input/images/109.jpg,186890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_37.pkl,37.529285,0,1146.0292854309082,1,151.13054679330065,dark
32,38,110,"Pigeon by Stovekraft 2 Burner Glass Cook Top Gas Stove (Manual Ignition), Tawa with Stainless Steel Body and Nonstick Fry ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61wrnEQPveL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Nonstick-Cookware-Favourite-Stainless/dp/B08ZY1XBQL/ref=sr_1_111?qid=1679135591&s=appliances&sr=1-111,3.8,2120,"₹2,089",5224.0,/root/graduation_thetis/causal-bert-pytorch/input/images/110.jpg,574640.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_38.pkl,94.61902,1,731.1190185546875,1,163.1605420189951,light
33,40,112,"VIBRAT Washer Dryer Anti Vibration Pads with Suction Cup Feet, Fridge Washing Machine Leveling Feet Anti Walk Pads Shock A...",appliances,All Appliances,https://m.media-amazon.com/images/I/510bpbIsIXL._AC_UL320_.jpg,https://www.amazon.in/VIBRAT-Vibration-Leveling-Absorber-Furniture/dp/B098Q6YX19/ref=sr_1_113?qid=1679135591&s=appliances&sr=1-113,3.8,6755,₹249,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/112.jpg,54890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_40.pkl,101.01781,0,2127.517807006836,1,203.80279696396795,light
34,41,113,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Stee...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Jlp-dxJEL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLMG93-Stainless-Liquidizing-Warranty/dp/B09GYBZPHF/ref=sr_1_114?qid=1679135591&s=appliances&sr=1-114,3.8,4972,"₹1,199",2499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/113.jpg,274890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_41.pkl,36.943882,1,1529.0438819885253,1,179.39271816037737,light
35,43,115,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",appliances,All Appliances,https://m.media-amazon.com/images/I/51gCF-g7GIL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Splendora-Instant-Water-Heater/dp/B097R2V1W8/ref=sr_1_116?qid=1679135591&s=appliances&sr=1-116,4.1,22369,"₹2,599",5890.0,/root/graduation_thetis/causal-bert-pytorch/input/images/115.jpg,647900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_43.pkl,63.534912,1,6774.734912109375,1,229.95641413461541,light
36,44,116,"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike...",appliances,All Appliances,https://m.media-amazon.com/images/I/61hVdUVkuOL._AC_UL320_.jpg,https://www.amazon.in/Supreme-Pressure-Portable-Cleaning-Purpose/dp/B09VKWGZD7/ref=sr_1_117?qid=1679135591&s=appliances&sr=1-117,4.3,2173,"₹4,890",8990.0,/root/graduation_thetis/causal-bert-pytorch/input/images/116.jpg,988900.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_44.pkl,39.911415,1,692.3114151000976,1,156.62262790376104,dark
37,46,118,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",appliances,All Appliances,https://m.media-amazon.com/images/I/613rhyyc3YL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-150-Watt-Grinder-Scrapper-Attachment/dp/B078HG2ZPS/ref=sr_1_119?qid=1679135591&s=appliances&sr=1-119,3.9,13174,"₹3,599",5156.0,/root/graduation_thetis/causal-bert-pytorch/input/images/118.jpg,567160.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_46.pkl,47.959167,1,4000.659167480469,1,185.82076199034336,light
38,47,119,IFB Essentials Fluff Front Load Fabric Liquid Detergent - 1 liters,appliances,All Appliances,https://m.media-amazon.com/images/I/61V7RNLQhYL._AC_UL320_.jpg,https://www.amazon.in/IFB-Essentials-Fluff-Fabric-Detergent/dp/B075GSVL1M/ref=sr_1_120?qid=1679135591&s=appliances&sr=1-120,4.4,10292,₹330,360.0,/root/graduation_thetis/causal-bert-pytorch/input/images/119.jpg,39600.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_47.pkl,43.454453,0,3131.0544525146483,1,210.92208351212685,light
39,48,120,"SYSKA Iron Press | 2 Year Warranty | Iron Box, Dry Iron, Electric Press, Electric Iron Press for Clothes, SDI-200 1000-Wat...",appliances,All Appliances,https://m.media-amazon.com/images/I/61ICyg1UxHL._AC_UL320_.jpg,https://www.amazon.in/Syska-SDI-200-1000-Iron-TEAL/dp/B09KPVDBBR/ref=sr_1_121_mod_primary_new?qid=1679135592&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-121,4.0,586,₹525,849.0,/root/graduation_thetis/causal-bert-pytorch/input/images/120.jpg,93390.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_48.pkl,56.10296,0,231.9029586791992,0,204.99088309513652,light
40,49,121,"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71Z8wOB-WTL._AC_UL320_.jpg,https://www.amazon.in/Ace-1600-Watt-21-Litre-Stainless-Function/dp/B07RCGTZ4M/ref=sr_1_122?qid=1679135592&s=appliances&sr=1-122,4.2,3934,"₹5,879",9999.0,/root/graduation_thetis/causal-bert-pytorch/input/images/121.jpg,1099890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_49.pkl,69.14801,1,1249.8480102539063,1,191.03652698006465,light
41,51,123,"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/31Ey-4bYhvL._AC_UL320_.jpg,https://www.amazon.in/Ikea-PRODUKT-Milk-frother-Frother-Handheld/dp/B09X5HD5T1/ref=sr_1_124?qid=1679135592&s=appliances&sr=1-124,3.4,262,₹150,499.0,/root/graduation_thetis/causal-bert-pytorch/input/images/123.jpg,54890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_51.pkl,39.95064,0,118.55064163208009,0,171.15909024122806,light
42,53,125,IONIX Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for...,appliances,All Appliances,https://m.media-amazon.com/images/I/617SbvdpCoL._AC_UL320_.jpg,https://www.amazon.in/Ionix-Digital-Kitchen-Jewellery-Weighing/dp/B07Q4NJQC5/ref=sr_1_126?qid=1679135592&s=appliances&sr=1-126,4.0,1712,₹280,599.0,/root/graduation_thetis/causal-bert-pytorch/input/images/125.jpg,65890.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_53.pkl,33.398335,0,546.9983345031739,1,189.44614446852185,light
43,54,126,CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Foo...,appliances,All Appliances,https://m.media-amazon.com/images/I/5152RkstzoL._AC_UL320_.jpg,https://www.amazon.in/Weighing-Multipurpose-Electronic-Measuring-Vegetable/dp/B08SJVD8QD/ref=sr_1_127?qid=1679135592&s=appliances&sr=1-127,4.1,3881,₹385.11,389.0,/root/graduation_thetis/causal-bert-pytorch/input/images/126.jpg,42790.0,/root/graduation_thetis/causal-bert-pytorch/input/embeddings/embedding_54.pkl,35.977623,0,1200.2776229858398,1,181.57510083705355,light
