Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,avg_brightness,light_or_dark,T_proxy,outcome,y0,y1,T_plus_pu,T_plus_reg
1125,"Samsung 32 L Convection Microwave Oven (MC32A7035CT/TL, Neo stainless silver, SlimFry)",appliances,All Appliances,https://m.media-amazon.com/images/I/71gf7IId1TL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Convection-Microwave-MC32A7035CT-TL/dp/B09RB1DDZ2/ref=sr_1_1126?qid=1679135654&s=appliances&sr=1-1126,4.4,1572,"₹16,990",20000.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance1125.jpg,2200000.0,4729.775653663591,1,63.18713020279255,0,0,0,0.4762855543971216,0.669311116315417,0,0
4302,SV Lint Filter Suitable for LG. Top Load/Loading Fully Automatic Washing Machine Magic Filter (Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/712v5wC2jUL._AC_UL320_.jpg,https://www.amazon.in/SV-Suitable-Loading-Automatic-Washing/dp/B08TBJTVH5/ref=sr_1_4303?qid=1679135837&s=appliances&sr=1-4303,4.1,19,₹129,329.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance4302.jpg,36190.0,3950.5620841137934,1,139.81935,0,0,0,0.4762855543971216,0.669311116315417,0,0
1380,Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Fi...,appliances,All Appliances,https://m.media-amazon.com/images/I/41nQ0LgSfyL._AC_UL320_.jpg,https://www.amazon.in/VALAM-Filtration-Activated-Purifier-Chlorine/dp/B09C694YZ1/ref=sr_1_1381?qid=1679135669&s=appliances&sr=1-1381,3.4,10,₹189,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance1380.jpg,109890.0,1497.3155530652805,0,215.57627877646576,1,1,1,0.5237144456028783,0.7099062981119446,1,1
6860,"Libra Ice Cream Maker Machine for Home Automatic, Ice Cream Machine, Electric Ice Cream Maker, Ice Cream Maker for Home - ...",appliances,All Appliances,https://m.media-amazon.com/images/I/81-2N+GKvjL._AC_UL320_.jpg,https://www.amazon.in/Libra-BL520-0-5-Litre-Ice-Cream-Maker/dp/B06XVW649M/ref=sr_1_6885?qid=1679135980&s=appliances&sr=1-6885,3.1,43,"₹1,499",3999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6860.jpg,439890.0,2700.1908212460667,0,191.83683891267123,0,0,1,0.5237144456028783,0.7099062981119446,1,0
2431,"Aquanza Purerite PP Spun Filter Cartridge Pre Filter | Outer Filter Candle | 5 Micron Pre Filter 10"" PP Spun Filter for Al...",appliances,All Appliances,https://m.media-amazon.com/images/I/81Vc+mfmt6L._AC_UL320_.jpg,https://www.amazon.in/Aquanza-Purerite-Quality-Cartridge-Purifier/dp/B09FZPBV8D/ref=sr_1_2432?qid=1679135732&s=appliances&sr=1-2432,3.9,164,₹279,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2431.jpg,109890.0,4831.3548485314095,1,179.85810249240893,0,0,0,0.4762855543971216,0.669311116315417,1,1
6893,"Wooden Puri Maker, Papad Maker. Paratha Maker (Square Shape) Multi Sunmica Colour Heavy Quality Wooden Board Machine with ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51U0Vlt1BxL._AC_UL320_.jpg,https://www.amazon.in/Puri-Maker-Papad-Paratha-Square/dp/B09TY28STH/ref=sr_1_6918?qid=1679135983&s=appliances&sr=1-6918,1.0,2,₹699,1900.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6893.jpg,209000.0,2116.540914733384,0,178.74430058718153,0,0,0,0.5237144456028783,0.7099062981119446,0,0
5823,"Singer Workmate Full Shuttle Umbrella Sewing Machine For Tailoring Purpose, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/61+VUKJBavL._AC_UL320_.jpg,https://www.amazon.in/Singer-Workmate-Shuttle-Umbrella-Tailoring/dp/B0BTDNGH16/ref=sr_1_5848?qid=1679135922&s=appliances&sr=1-5848,4.0,1,"₹7,124",8310.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance5823.jpg,914100.0,2544.379268381483,0,170.43638991539302,0,0,0,0.5237144456028783,0.7099062981119446,0,0
4807,"Wings Star LG Top Load Washing Machine Cover Suitable For 6 kg, 6.2 Kg, 6.5 Kg, 7 Kg (56cms X 56cms X 85cms) | Waterproof...",appliances,All Appliances,https://m.media-amazon.com/images/I/81xwhe2diZL._AC_UL320_.jpg,https://www.amazon.in/Wings-Star-Suitable-Waterproof-Dust-Proof/dp/B09YYJ6FT9/ref=sr_1_4808?qid=1679135865&s=appliances&sr=1-4808,5.0,1,₹377,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance4807.jpg,109890.0,12292.346167799678,1,147.2738765379581,0,0,1,0.4762855543971216,0.669311116315417,0,0
479,"Samsung 345L 3 Star Inverter Frost Free Double Door Refrigerator (RT37T4513S8/HL, Elegant Inox, Convertible 5In 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/615bB8LCnrL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Refrigerator-RT37T4513S8-HL-Convertible/dp/B08345Q835/ref=sr_1_480?qid=1679135613&s=appliances&sr=1-480,4.3,2606,"₹35,990",47990.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance479.jpg,5278900.0,8730.901645094444,1,163.26068985066374,0,0,1,0.4762855543971216,0.669311116315417,0,0
6278,"AMAZOR Split AC Wash Bag, Service Cleaning Cover",appliances,All Appliances,https://m.media-amazon.com/images/I/510ezoKct-S._AC_UL320_.jpg,https://www.amazon.in/AMAZOR-Split-Service-Cleaning-Cover/dp/B08Y79C6Z4/ref=sr_1_6303?qid=1679135948&s=appliances&sr=1-6303,3.7,30,₹499,1300.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6278.jpg,143000.0,5877.879586848431,1,82.03917054004852,0,0,1,0.4762855543971216,0.669311116315417,0,0
2738,Chartbusters 750-Watt Popular Plus Light Weight Dry Iron Plus Crease Lightning(Multicolour),appliances,All Appliances,https://m.media-amazon.com/images/I/41e1W0Gfe+L._AC_UL320_.jpg,https://www.amazon.in/Chartbusters-750-Watt-Popular-Lightning-Multicolour/dp/B07PNK7TBX/ref=sr_1_2739_mod_primary_new?qid=1679135750&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2739,3.5,40,₹299,1299.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2738.jpg,142890.0,1189.8514957568532,0,157.62126256996268,0,0,1,0.5237144456028783,0.7099062981119446,1,0
6665,"V-Guard M10 BF 60cm 900 m3/hr,Electric Kitchen Chimney with Baffle Filter, Push Button Controls and Free Kit For Installat...",appliances,All Appliances,https://m.media-amazon.com/images/I/61xSdIy08gL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-M10-BF-Electric-Installation/dp/B09XHW1HR3/ref=sr_1_6690?qid=1679135970&s=appliances&sr=1-6690,4.1,176,"₹6,499",12990.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6665.jpg,1428900.0,2356.337353307936,0,172.9904730902778,0,0,1,0.5237144456028783,0.7099062981119446,1,0
311,"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SAPPHIRE BLUE-Z, Sapphire Blue, Large Vegetabl...",appliances,All Appliances,https://m.media-amazon.com/images/I/41z+qaUUJZL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Direct-Cool-Refrigerator-SAPPHIRE-Vegetable/dp/B0BSRVL2VV/ref=sr_1_312?qid=1679135602&s=appliances&sr=1-312,4.2,4929,"₹11,990",15400.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance311.jpg,1694000.0,4102.114978843857,1,91.50940804738562,0,0,0,0.4762855543971216,0.669311116315417,0,0
2347,"iBELL PEK20BL Premium Electric Kettle, 2 Litre, Stainless Steel with Covering,1500W, Auto Cut-Off Feature, 360 degree Rota...",appliances,All Appliances,https://m.media-amazon.com/images/I/718SJTop4UL._AC_UL320_.jpg,https://www.amazon.in/PEK20BL-Electric-Stainless-Covering-Mechanism/dp/B0BHY9TCL1/ref=sr_1_2348?qid=1679135727&s=appliances&sr=1-2348,4.0,121,₹953,1990.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2347.jpg,218900.0,4083.5464553290367,1,142.0638193066406,0,0,0,0.4762855543971216,0.669311116315417,0,0
6768,xcluma 50KTYZ 220V 2.5r/min 2.5 Turn per Minute 6W 6 Watt Permanent Magnetic Electric Gear Motor 50Hz Incubator Motor,appliances,All Appliances,https://m.media-amazon.com/images/I/51GnsZ+CbrL._AC_UL320_.jpg,https://www.amazon.in/xcluma-Permanent-Magnetic-Electric-Incubator/dp/B07FTC5HRP/ref=sr_1_6793?qid=1679135976&s=appliances&sr=1-6793,4.1,32,₹639,1591.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6768.jpg,175010.0,696.5605466552735,0,229.27873416015623,1,1,1,0.5237144456028783,0.7099062981119446,1,1
6863,"PARTHVI Car Washer Repairing Kit (Oil Seal,Filter Set, O Rings, Plastic Ring)",appliances,All Appliances,https://m.media-amazon.com/images/I/41wxyXB2GKL._AC_UL320_.jpg,https://www.amazon.in/PARTHVI-Washer-Repairing-Filter-Plastic/dp/B0BC1VLXNJ/ref=sr_1_6888?qid=1679135980&s=appliances&sr=1-6888,3.2,5,₹399,599.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6863.jpg,65890.0,3533.99787402612,1,198.60273136503065,1,1,0,0.4762855543971216,0.669311116315417,1,1
7845,PUSHKART Junior Black Wall Fan With Powerful Motor 9 Inch 3 Blade Small Size With Low Noise High Speed Motor With 3 Speed ...,appliances,All Appliances,https://m.media-amazon.com/images/I/71XBqrH8NKL._AC_UL320_.jpg,https://www.amazon.in/Pushkart-Powerful-Control-Warranty-Model-Black/dp/B097ZHGKS1/ref=sr_1_7870?qid=1679136035&s=appliances&sr=1-7870,3.5,11,₹999,1699.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance7845.jpg,186890.0,10031.79169099968,1,115.9217594940476,0,0,0,0.4762855543971216,0.669311116315417,0,0
6011,"TATA Swach Cristella Advance+ Gravity Water Purifier, 18L (9+9), Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/61nCoOHKyML._AC_UL320_.jpg,https://www.amazon.in/Swach-Cristella-Advance-Purifier-Blue/dp/B0B28NPHWG/ref=sr_1_6036?qid=1679135933&s=appliances&sr=1-6036,3.9,77,"₹2,649",2799.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6011.jpg,307890.0,4615.127340583125,1,171.3699944578729,0,0,1,0.4762855543971216,0.669311116315417,0,0
3770,"JAYANTHI Stainless South Indian Filter Coffee Maker, Makes 200ml",appliances,All Appliances,https://m.media-amazon.com/images/I/61Hv5Hj6HIL._AC_UL320_.jpg,https://www.amazon.in/Jayanthi-Coffee-Works-Stainless-Cups-200ml/dp/B071JKFR4X/ref=sr_1_3771?qid=1679135808&s=appliances&sr=1-3771,4.3,4136,,520.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance3770.jpg,57200.0,1900.7554021200367,0,197.8365625,1,1,0,0.5237144456028783,0.7099062981119446,1,1
2674,seatosky 5 Inch Spun Cartridge Filter for Washing Machines Suitable for Eco Crystal Fresh n Clean J (Pack of 4 Refills),appliances,All Appliances,https://m.media-amazon.com/images/I/61xu2WUYCZL._AC_UL320_.jpg,https://www.amazon.in/Cartridge-Washing-Machines-Suitable-Crystal/dp/B08RXC6JYM/ref=sr_1_2675?qid=1679135746&s=appliances&sr=1-2675,4.2,77,₹345,600.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2674.jpg,66000.0,340.637283057334,0,213.5137711750789,1,1,1,0.5237144456028783,0.7099062981119446,1,1
3405,"rollz Handheld Frother, Milk Mixer for Latte, Hand Blender, Make Sherbet, Yogurt, lassi or Cold Coffee (Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/41Tpif++f+L._AC_UL320_.jpg,https://www.amazon.in/Rollz-Frother-Handheld-blender-sherbet/dp/B00NN78EXW/ref=sr_1_3406?qid=1679135786&s=appliances&sr=1-3406,3.4,343,₹399,749.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance3405.jpg,82390.0,820.2540411870704,0,226.7133092615511,1,1,1,0.5237144456028783,0.7099062981119446,1,1
4539,"Konvio Neer Stainless Steel Non-electric Gravity Water Filter and Purifier With 18 Litre Storage, Includes 2 + 2 Ceramic C...",appliances,All Appliances,https://m.media-amazon.com/images/I/614TEUfNKvL._AC_UL320_.jpg,https://www.amazon.in/Stainless-Non-electric-Gravity-Purifier-Storage/dp/B096FGV3KH/ref=sr_1_4540?qid=1679135850&s=appliances&sr=1-4540,3.8,706,"₹2,499",4499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance4539.jpg,494890.0,3200.443518784676,1,194.36525279471545,1,1,0,0.4762855543971216,0.669311116315417,1,1
6168,PARDZWORLD Door Lock (zv-446) Suitable for IFB Front Loading New Model Washing Machines ONLY. [Match & Buy].,appliances,All Appliances,https://m.media-amazon.com/images/I/51DavkLbSXL._AC_UL320_.jpg,https://www.amazon.in/Pardzworld-Suitable-Front-Loading-Machines/dp/B07KT9W8JX/ref=sr_1_6193?qid=1679135942&s=appliances&sr=1-6193,3.5,186,₹699,1350.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance6168.jpg,148500.0,1961.2236603925323,0,189.1362461937204,0,0,1,0.5237144456028783,0.7099062981119446,0,0
3557,"MEGAPLEX Hot Air Popcorn Maker - Compact Tabletop Corn Kernel Air Popper with 3 Containers & Measuring Cup - No Oil, 1-Min...",appliances,All Appliances,https://m.media-amazon.com/images/I/71F7sJF0rVS._AC_UL320_.jpg,https://www.amazon.in/MEGAPLEX-Hot-Air-Popcorn-Maker/dp/B0B6JG7BL1/ref=sr_1_3558?qid=1679135796&s=appliances&sr=1-3558,5.0,1,"₹1,099",2199.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance3557.jpg,241890.0,4265.2258734292345,1,179.81451925,0,0,0,0.4762855543971216,0.669311116315417,0,0
5831,Butterfly 750W Mixer Grinder with 4 Jars (110 V),appliances,All Appliances,https://m.media-amazon.com/images/I/61p+J4qIVsL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-750W-Mixer-Grinder-Jars/dp/B01JGNVUY6/ref=sr_1_5856?qid=1679135922&s=appliances&sr=1-5856,3.8,20,"₹6,980",8199.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance5831.jpg,901890.0,6112.054126216029,1,188.66136588662795,0,0,0,0.4762855543971216,0.669311116315417,1,1
2404,Lifelong Hulk 1200 W Mixer Grinder| 2 Stainless steel Jars (Liquidizing and Dry Grinding Jar) | ABS Body| 3 Speed Operatio...,appliances,All Appliances,https://m.media-amazon.com/images/I/71JESTCwWgL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-Stainless-Liquidizing-Operation-LLMG1000/dp/B0BCR16CJK/ref=sr_1_2405?qid=1679135730&s=appliances&sr=1-2405,4.0,10,"₹3,498",12000.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2404.jpg,1320000.0,4649.628781249566,1,193.44471147916667,0,0,0,0.4762855543971216,0.669311116315417,0,0
2362,"Foodie Puppies Hair Remover 60 Layers Paint Handle Lint Remover Roller for Clothes Pet Hair, Dust & Lint Remover, Reusable...",appliances,All Appliances,https://m.media-amazon.com/images/I/61O5+k5vuuL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Remover-Layers-Roller/dp/B09C4R25SR/ref=sr_1_2363?qid=1679135728&s=appliances&sr=1-2363,4.3,82,₹177,499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2362.jpg,54890.0,2594.7693087744137,0,227.05100391424912,1,1,1,0.5237144456028783,0.7099062981119446,1,1
1886,"Bajaj NX-01, Powerful 300W Mixer Grinder, Blender, Juicer and Smoothie Maker with Sipper and Store Lids, 3 Jars, Black, Re...",appliances,All Appliances,https://m.media-amazon.com/images/I/51CJZVwNaTL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Powerful-Grinder-Blender-Smoothie/dp/B098JPFYCZ/ref=sr_1_1887?qid=1679135700&s=appliances&sr=1-1887,3.3,459,"₹2,690",3850.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance1886.jpg,423500.0,2660.160067029775,0,195.8882605698529,1,1,1,0.5237144456028783,0.7099062981119446,1,1
1813,"Goel Home Decor Kitchen Combo Fridge Top Cover, 2 Handle Cover, 3 Fridge Mats and 1 Oven Cover - 7 Pieces Set (greylef0123...",appliances,All Appliances,https://m.media-amazon.com/images/I/71iO5SO2UPL._AC_UL320_.jpg,https://www.amazon.in/Goel-Home-Decor-Exclusive-Decorative/dp/B09MBVHC84/ref=sr_1_1814?qid=1679135696&s=appliances&sr=1-1814,3.9,741,₹299,499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance1813.jpg,54890.0,19610.37554160537,1,191.78664384984023,0,0,1,0.4762855543971216,0.669311116315417,0,0
2468,"Oratech Lint Remover for Woolen Clothes, lint remover for clothes, Fabric Shaver Electric Lint Remover, Lint Shaver for Cl...",appliances,All Appliances,https://m.media-amazon.com/images/I/61RjPlgeLCL._AC_UL320_.jpg,https://www.amazon.in/Oratech-Electric-Sweaters-Blankets-Curtains/dp/B0BQ3CDRXW/ref=sr_1_2469?qid=1679135733&s=appliances&sr=1-2469,4.7,71,₹499,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance2468.jpg,109890.0,5313.804138842912,1,217.03790738031915,1,1,0,0.4762855543971216,0.669311116315417,1,1
1254,"Expresso Stainless Steel South Indian Filter Coffee Maker, Tea Pot/Coffee Kettle (200 Ml)",appliances,All Appliances,https://m.media-amazon.com/images/I/61uc1rd7bqL._AC_UL320_.jpg,https://www.amazon.in/Expresso-Stainless-Indian-Filter-Coffee/dp/B08LBC68LC/ref=sr_1_1255?qid=1679135662&s=appliances&sr=1-1255,4.2,67,₹549,820.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance1254.jpg,90200.0,4770.005628051978,1,223.6999023008242,1,1,1,0.4762855543971216,0.669311116315417,1,1
3312,"iBELL EO500G OTG 50 Litre, Convection Oven Toaster Griller with Motorized Rotisserie, 5 Heating Modes, 2000 Watt (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/71cRfNp-KHL._AC_UL320_.jpg,https://www.amazon.in/Convection-Toaster-Griller-Motorized-Rotisserie/dp/B09GVW9B9H/ref=sr_1_3313?qid=1679135781&s=appliances&sr=1-3313,3.9,129,"₹7,379",15900.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance3312.jpg,1749000.0,10089.606791839506,1,128.1092437222222,0,0,0,0.4762855543971216,0.669311116315417,0,0
307,"Anpro AC Cover Waterproof Set for 1.5 ton Capacity Indoor and Outdoor Unit, Black.",appliances,All Appliances,https://m.media-amazon.com/images/I/61tS4AbtLNL._AC_UL320_.jpg,https://www.amazon.in/Anpro-Waterproof-Capacity-Outdoor-Availability/dp/B09H7NDM8S/ref=sr_1_308?qid=1679135602&s=appliances&sr=1-308,4.0,3164,₹349,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance307.jpg,109890.0,7266.904288433595,1,103.98407468749998,0,0,1,0.4762855543971216,0.669311116315417,0,0
4820,BLUE STAR Water Purifier Filters Kit (Essential Kit) Suitable For all types of BLUE STAR water purifier.,appliances,All Appliances,https://m.media-amazon.com/images/I/71BD2+59UsL._AC_UL320_.jpg,https://www.amazon.in/Purifier-Filters-Essential-Suitable-purifier/dp/B0BNJBFF4R/ref=sr_1_4821?qid=1679135865&s=appliances&sr=1-4821,4.0,6,"₹1,149",2500.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance4820.jpg,275000.0,4507.213938932919,1,108.49551415865383,0,0,0,0.4762855543971216,0.669311116315417,0,0
8013,"GION Car Kettle Boiler, 450ML /12V Hot Water Kettle, Portable Stainless Steel Car Electric Kettle, Water Heating Cup, Elec...",appliances,All Appliances,https://m.media-amazon.com/images/I/41qlmny5QqL._AC_UL320_.jpg,https://www.amazon.in/GION-Portable-Stainless-Electric-Heating/dp/B09B592T1X/ref=sr_1_8038?qid=1679136044&s=appliances&sr=1-8038,2.3,12,₹498,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance8013.jpg,109890.0,1061.0673162521132,0,204.2548430632962,1,1,0,0.5237144456028783,0.7099062981119446,1,1
350,"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",appliances,All Appliances,https://m.media-amazon.com/images/I/815Vytgh2kL._AC_UL320_.jpg,https://www.amazon.in/Preethi-MGA-502-0-4-Litre-Grind-Store/dp/B012ELCYUG/ref=sr_1_351?qid=1679135605&s=appliances&sr=1-351,4.2,8151,,635.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/appliance350.jpg,69850.0,4829.268270375839,1,212.79388336975524,1,1,0,0.4762855543971216,0.669311116315417,1,1
