Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,avg_brightness,light_or_dark,T_proxy,outcome,y0,y1,T_plus_pu,T_plus_reg
11261,ORAYAN Men Synthetic Leather Round Blue Analogue Wrist Watch,accessories,Watches,https://m.media-amazon.com/images/I/71gK+b9OMcL._AC_UL320_.jpg,https://www.amazon.in/Orayan-Synthetic-Leather-Round-Analogue/dp/B07HL66QMX/ref=sr_1_11285?qid=1679156031&s=watches&sr=1-11285,2.8,6,₹259,1300.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch11261.jpg,143000.0,9408.823927810998,1,146.7707067481884,0,0,0,0.3764494768356704,0.5733063856036454,0,0
5228,NEO VICTORY Analogue Women's Watch (Multicolored Dial Multi Colored Strap) (11 Dial Cover & Straps),accessories,Watches,https://m.media-amazon.com/images/I/41e7DJGmhLL._AC_UL320_.jpg,https://www.amazon.in/NEO-VICTORYTM-Analogue-Colour-Watches/dp/B074DKQ4WK/ref=sr_1_5237?qid=1679155816&s=watches&sr=1-5237,3.3,215,₹249,599.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch5228.jpg,65890.0,2740.5053206405173,0,211.1792893690192,1,1,0,0.6236264792174528,0.7866701606799407,1,1
12317,AUREX Awesome Analog Pink Dial Women's and Girl's Watch (AX-LR518-PKC),accessories,Watches,https://m.media-amazon.com/images/I/91L7crYkPsL._AC_UL320_.jpg,https://www.amazon.in/Aurex-Awesome-Analog-Womens-AX-LR518-PKC/dp/B07DG3CPCW/ref=sr_1_12341?qid=1679156068&s=watches&sr=1-12341,4.2,4,₹429,1799.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch12317.jpg,197890.0,17587.60886964452,1,206.33657943978656,1,1,0,0.3764494768356704,0.5733063856036454,1,1
13085,Jaxer Casual Analogue Women Watch (Green Dial Silver Chain),accessories,Watches,https://m.media-amazon.com/images/I/71WNctR2wdL._AC_UL320_.jpg,https://www.amazon.in/Jaxer-Casual-Analogue-Women-Silver/dp/B0BSS1T59C/ref=sr_1_13109?qid=1679156094&s=watches&sr=1-13109,Get,0,₹287,1199.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch13085.jpg,131890.0,22210.033528986067,1,179.70063194018402,0,0,1,0.3764494768356704,0.5733063856036454,0,1
4032,Zeydan Girl's Stylish Diamond Studded Butterfly Analog Watch,accessories,Watches,https://m.media-amazon.com/images/I/41O05q9tI7L._AC_UL320_.jpg,https://www.amazon.in/Zeydan-Stylish-Diamond-Studded-Butterfly/dp/B07PX3WCCG/ref=sr_1_4037?qid=1679155762&s=watches&sr=1-4037,2.9,13,₹199,399.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4032.jpg,43890.0,3091.412576228633,0,184.4717846794872,0,0,1,0.6236264792174528,0.7866701606799407,0,0
4630,IIK COLLECTION Elegant Analog Round Studded Dial with Stainless Steel Bracelet Chain Strap Girl's & Women's Wrist Watch,accessories,Watches,https://m.media-amazon.com/images/I/715ipvWXtTL._AC_UL320_.jpg,https://www.amazon.in/IIK-Collection-Elegant-Stainless-Bracelet/dp/B09WJ6MF86/ref=sr_1_4639?qid=1679155785&s=watches&sr=1-4639,1.0,1,₹349,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4630.jpg,164890.0,14760.864341401408,1,185.834972754491,0,0,1,0.3764494768356704,0.5733063856036454,0,1
12381,ZIERA ZR8049 Special dezined Collection Analog Watch - for Women,accessories,Watches,https://m.media-amazon.com/images/I/81dpIbiYX5L._AC_UL320_.jpg,https://www.amazon.in/ZIERA-Analogue-White-Womens-Watch/dp/B074CGB5L2/ref=sr_1_12409?qid=1679156070&s=watches&sr=1-12409,3.8,2,₹256,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch12381.jpg,164890.0,12360.968859498838,1,195.89894014559653,0,0,1,0.3764494768356704,0.5733063856036454,1,0
4358,Daniel Klein Analog Blue Dial Women's Watch-DK11637-7,accessories,Watches,https://m.media-amazon.com/images/I/71WObDmZleL._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Womens-Watch-DK11637-7/dp/B07VBZT6XX/ref=sr_1_4367?qid=1679155774&s=watches&sr=1-4367,4.1,86,"₹1,959",4500.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4358.jpg,495000.0,12879.64736322282,1,157.1953769901316,0,0,1,0.3764494768356704,0.5733063856036454,0,0
6354,ADAMO Designer Men's & Women's Watch BG-A813,accessories,Watches,https://m.media-amazon.com/images/I/81CMhh4vfVL._AC_UL320_.jpg,https://www.amazon.in/ADAMO-Designer-Analog-Womens-Watch-A813SM05/dp/B0774T75HM/ref=sr_1_6363?qid=1679155856&s=watches&sr=1-6363,3.5,24,₹379,1995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch6354.jpg,219450.0,15410.746841678943,1,184.6731859558824,0,0,0,0.3764494768356704,0.5733063856036454,1,1
5329,RUSTET Rose Gold Magnet Mesh Chain Analog Wrist Watch for Women & Girls,accessories,Watches,https://m.media-amazon.com/images/I/517hQ9hoUBL._AC_UL320_.jpg,https://www.amazon.in/RUSTET-Magnet-Chain-Analog-Wrist/dp/B0BBRDFQL5/ref=sr_1_5334?qid=1679155821&s=watches&sr=1-5334,3.3,7,₹249,2599.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch5329.jpg,285890.0,3228.5982959175217,0,170.94566601796404,0,0,1,0.6236264792174528,0.7866701606799407,1,0
3851,Citizen Analog Blue Dial Women's Watch-FE1220-89L,accessories,Watches,https://m.media-amazon.com/images/I/61EvczW5n2L._AC_UL320_.jpg,https://www.amazon.in/Citizen-Analog-Blue-Womens-Watch-FE1220-89L/dp/B08KHK67FG/ref=sr_1_3856?qid=1679155755&s=watches&sr=1-3856,5.0,4,"₹14,725",15500.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch3851.jpg,1705000.0,10911.1566069871,1,187.68524753184712,0,0,1,0.3764494768356704,0.5733063856036454,0,0
11931,Shivark Steel Strap Analogue Watches for Girl's and Women's Multicolour Dial -Combo Pack of 2,accessories,Watches,https://m.media-amazon.com/images/I/81RljUZd+fL._AC_UL320_.jpg,https://www.amazon.in/Shivark-Analogue-Watches-Womens-Multicolour/dp/B08T1T5G9V/ref=sr_1_11959?qid=1679156053&s=watches&sr=1-11959,2.9,3,₹399,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch11931.jpg,109890.0,8086.572756841998,0,201.7596852308917,1,1,1,0.6236264792174528,0.7866701606799407,1,1
2795,Fastrack Monochrome Analog Black Dial Women's Watch-NM6078SL11 / NL6078SL11,accessories,Watches,https://m.media-amazon.com/images/I/61VSCK1phSL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Monochrome-Analog-Womens-Watch-NK6078SL11/dp/B00GSJ2A8M/ref=sr_1_2800?qid=1679155719&s=watches&sr=1-2800,4.2,171,"₹2,555",3295.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch2795.jpg,362450.0,6277.484966288407,0,138.1600979003906,0,0,1,0.6236264792174528,0.7866701606799407,0,0
136,Zoop Frozen Analog Multi-Colour Dial Girl's Watch-NL26007PP05/NP26007PP05W,accessories,Watches,https://m.media-amazon.com/images/I/81gUDW+tEoL._AC_UL320_.jpg,https://www.amazon.in/Zoop-Frozen-Analog-Multi-Colour-Watch-26007PP05/dp/B07DTV4K38/ref=sr_1_145_mod_primary_new?qid=1679155586&s=watches&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-145,4.3,335,,995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch136.jpg,109450.0,7850.482287466485,0,182.1418486650485,0,0,0,0.6236264792174528,0.7866701606799407,0,0
1052,SWADESI STUFF Analog Girl's Watch (Multicolour Dial Multi Colored Strap),accessories,Watches,https://m.media-amazon.com/images/I/61muIhegPHL._AC_UL320_.jpg,https://www.amazon.in/SWADESI-STUFF-Luminous-Colorful-Silicon/dp/B0B88BJN2V/ref=sr_1_1061?qid=1679155649&s=watches&sr=1-1061,3.9,7,₹499,1500.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch1052.jpg,165000.0,14290.253589430366,1,170.9193261853448,0,0,0,0.3764494768356704,0.5733063856036454,0,0
6471,AUREX Analog White Dial Women's Watch (AX-LR112-WHC),accessories,Watches,https://m.media-amazon.com/images/I/81RUzexXIjL._AC_UL320_.jpg,https://www.amazon.in/Aurex-Analog-White-Womens-AX-LR112-WHC/dp/B07C7ZJTN4/ref=sr_1_6480?qid=1679155860&s=watches&sr=1-6480,4.0,28,₹322,1899.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch6471.jpg,208890.0,10232.339340778044,1,226.9437705592105,1,1,1,0.3764494768356704,0.5733063856036454,1,1
7270,"CANDID BLUE Metal Analogue Wrist Watch with Round Dial, Silver Plated Bracelet for Women",accessories,Watches,https://m.media-amazon.com/images/I/61B4cIPDW+L._AC_UL320_.jpg,https://www.amazon.in/Candid-Analogue-Bracelet-Pink-Diameter/dp/B084Z7YX5M/ref=sr_1_7298?qid=1679155890&s=watches&sr=1-7298,Get,0,₹355,1900.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch7270.jpg,209000.0,3085.365366268,0,226.51799590871715,1,1,1,0.6236264792174528,0.7866701606799407,1,1
10987,helix Analog Grey Dial Women's Watch-TW039HL04,accessories,Watches,https://m.media-amazon.com/images/I/61VvIXfYW2L._AC_UL320_.jpg,https://www.amazon.in/helix-Analog-Grey-Womens-Watch-TW039HL04/dp/B07QTT2988/ref=sr_1_11011?qid=1679156022&s=watches&sr=1-11011,4.2,6,"₹1,197",1995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch10987.jpg,219450.0,6889.295498486728,0,182.8112700666244,0,0,1,0.6236264792174528,0.7866701606799407,0,0
4727,Anne Klein Analog Blue Dial Women's Watch - AK3001GPBL/NCAK3001GPBL,accessories,Watches,https://m.media-amazon.com/images/I/81xQKiNkJ4L._AC_UL320_.jpg,https://www.amazon.in/Anne-Klein-Analog-Womens-Watch-AK3001GPBL/dp/B07LBLCKMJ/ref=sr_1_4736?qid=1679155799&s=watches&sr=1-4736,3.8,2,,9499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4727.jpg,1044890.0,24302.323714158163,1,167.71184501785717,0,1,1,0.3764494768356704,0.5733063856036454,1,1
984,Michael Kors Analog Gold Dial Women's Watch-MK4340,accessories,Watches,https://m.media-amazon.com/images/I/81ypzQzxWvS._AC_UL320_.jpg,https://www.amazon.in/Michael-Kors-Analog-Womens-Watch-MK4340/dp/B07QSKLVNX/ref=sr_1_993?qid=1679155628&s=watches&sr=1-993,4.6,275,,14995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch984.jpg,1649450.0,15847.4278640271,1,217.29432177914111,1,1,0,0.3764494768356704,0.5733063856036454,1,1
5951,SELLORIA Digital Unisex-Child Watch (Black Dial),accessories,Watches,https://m.media-amazon.com/images/I/61YdAZazbUL._AC_UL320_.jpg,https://www.amazon.in/SELLORIA-Digital-Silicone-Bracelet-Watches/dp/B0843V2QZX/ref=sr_1_5960?qid=1679155841&s=watches&sr=1-5960,3.7,4,₹249,699.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch5951.jpg,76890.0,8196.215944901873,0,95.53492557920258,0,0,0,0.6236264792174528,0.7866701606799407,0,0
5979,IIK COLLECTION Analogue Round Studed Dial with Silver Bracelet Strap Girl's & Women's Wrist Watch,accessories,Watches,https://m.media-amazon.com/images/I/71qD9HvNpaL._AC_UL320_.jpg,https://www.amazon.in/IIK-Collection-Analogue-Bracelet-IIK-3012W/dp/B08QW4HLS3/ref=sr_1_5988?qid=1679155843&s=watches&sr=1-5988,3.7,4,₹349,1499.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch5979.jpg,164890.0,10384.552656946216,1,222.2019108024691,1,1,1,0.3764494768356704,0.5733063856036454,1,1
8619,Maxima Analog White Dial Women's Watch-43012CMLT,accessories,Watches,https://m.media-amazon.com/images/I/712NHsyNiJL._AC_UL320_.jpg,https://www.amazon.in/Maxima-Analog-White-Womens-Watch-43012CMLT/dp/B074K8PYB9/ref=sr_1_8647?qid=1679155938&s=watches&sr=1-8647,3.7,37,₹879,1599.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch8619.jpg,175890.0,17479.824803612857,1,198.468772005988,1,1,0,0.3764494768356704,0.5733063856036454,1,1
425,TIMEX Analog Silver Dial Women's Watch-TWEL11413,accessories,Watches,https://m.media-amazon.com/images/I/71hMzP0OTAL._AC_UL320_.jpg,https://www.amazon.in/Timex-Analog-Silver-Womens-Watch-TWEL11413/dp/B07B9H7X9C/ref=sr_1_434?qid=1679155597&s=watches&sr=1-434,4.4,77,,1995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch425.jpg,219450.0,10632.824599460851,1,220.99082831439392,1,1,1,0.3764494768356704,0.5733063856036454,1,1
3492,Frakso F-L128-GRNCH Green Dial & Silver Stainless Steel Chain Water Resistant Analog Watch for Women/Girls/Ladies,accessories,Watches,https://m.media-amazon.com/images/I/61pe1d8WJYL._AC_UL320_.jpg,https://www.amazon.in/Frakso-Casual-Analogue-Womens-Colored/dp/B08KJ5D7D8/ref=sr_1_3501?qid=1679155742&s=watches&sr=1-3501,3.7,70,₹339,1699.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch3492.jpg,186890.0,4529.453276861631,0,183.14327722953217,0,0,1,0.6236264792174528,0.7866701606799407,0,0
4092,swiss track Analog Chain Strap Watch for Gift Women's/Girl's(SST_075),accessories,Watches,https://m.media-amazon.com/images/I/51Bz-AHIptL._AC_UL320_.jpg,https://www.amazon.in/swiss-track-Analog-Womens-SST_075/dp/B0BQQG2PN5/ref=sr_1_4097?qid=1679155763&s=watches&sr=1-4097,5.0,1,₹941,2599.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4092.jpg,285890.0,3953.6729276956007,0,121.88686309799382,0,0,1,0.6236264792174528,0.7866701606799407,0,0
11375,ORAYAN Rich Look Designer Metal Chain Strap Analogue White Dial Women's Wrist Watch-OE523-WHITE,accessories,Watches,https://m.media-amazon.com/images/I/71GyzkgxKwL._AC_UL320_.jpg,https://www.amazon.in/Orayan-Stylish-Stainless-Analogue-Womens/dp/B07PNQFB33/ref=sr_1_11403?qid=1679156035&s=watches&sr=1-11403,3.3,5,₹299,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch11375.jpg,109890.0,10435.963719284438,1,227.09825,1,1,0,0.3764494768356704,0.5733063856036454,1,1
13530,TIMEX Analog Silver Dial Women's Watch-TWEL16403,accessories,Watches,https://m.media-amazon.com/images/I/71BbBmFZLdL._AC_UL320_.jpg,https://www.amazon.in/TIMEX-Analog-Silver-Womens-Watch-TWEL16403/dp/B0BQM1XSHP/ref=sr_1_13554_mod_primary_new?qid=1679156109&s=watches&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-13554,Get,0,"₹6,495",6795.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch13530.jpg,747450.0,10715.27170736,1,227.09857855,1,0,0,0.3764494768356704,0.5733063856036454,1,1
7475,Daniel Klein Analog Gunmetal Dial Women's Watch-DK.1.12310-6,accessories,Watches,https://m.media-amazon.com/images/I/81-F4y6QKWL._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Gunmetal-Watch-DK-1-12310-6/dp/B0828ZGNKW/ref=sr_1_7499?qid=1679155899&s=watches&sr=1-7499,1.0,1,"₹2,219.72",5915.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch7475.jpg,650650.0,14029.35489997745,1,143.97117051028482,0,0,1,0.3764494768356704,0.5733063856036454,0,0
3173,SHENGKE Women Simplicity Creative Leather Band Luxury Watches for Women and Girls,accessories,Watches,https://m.media-amazon.com/images/I/31x6nKkX2XL._AC_UL320_.jpg,https://www.amazon.in/Shengke-Simplicity-Creative-Leather-Watches/dp/B09FK9TMRP/ref=sr_1_3178?qid=1679155732&s=watches&sr=1-3178,2.3,3,₹699,1999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch3173.jpg,219890.0,2969.763736103518,0,223.18598891006096,1,1,1,0.6236264792174528,0.7866701606799407,1,1
12375,citizen Analog Mother of Pearl Dial Women's Watch-EW2506-81Y,accessories,Watches,https://m.media-amazon.com/images/I/616-bdHEyjL._AC_UL320_.jpg,https://www.amazon.in/citizen-Analog-Mother-Womens-Watch-EW2506-81Y/dp/B075GN9YBB/ref=sr_1_12399?qid=1679156070&s=watches&sr=1-12399,4.8,16,"₹25,967",27900.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch12375.jpg,3069000.0,8693.09117857624,1,217.48818512185537,1,1,1,0.3764494768356704,0.5733063856036454,1,1
1241,Titan Raga Viva Analog Blue Dial Women's Watch-NL2578SM01/NP2578SM01,accessories,Watches,https://m.media-amazon.com/images/I/61IrfC68QhL._AC_UL320_.jpg,https://www.amazon.in/Titan-Raga-Analog-Womens-Watch-2578SM01/dp/B073WYGG68/ref=sr_1_1250?qid=1679155662&s=watches&sr=1-1250,4.2,59,"₹3,899",4695.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch1241.jpg,516450.0,5790.373199725599,0,189.066552669702,0,0,1,0.6236264792174528,0.7866701606799407,1,1
844,Titan Raga Viva Analog Blue Dial Women's Watch-2606SL02,accessories,Watches,https://m.media-amazon.com/images/I/61KHz1JM+EL._AC_UL320_.jpg,https://www.amazon.in/Titan-Raga-Analog-Womens-Watch-2606SL02/dp/B08HCHPYXM/ref=sr_1_853?qid=1679155619&s=watches&sr=1-853,4.4,14,,2995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch844.jpg,329450.0,5459.910673967958,0,186.165817177673,0,0,0,0.6236264792174528,0.7866701606799407,1,0
11303,Ferro Analog Silver Dial Women's Watch-F21099A-C,accessories,Watches,https://m.media-amazon.com/images/I/61Y2CV0jGoL._AC_UL320_.jpg,https://www.amazon.in/Ferro-Analog-Silver-Womens-Watch-F21099A-C/dp/B09RWKWR51/ref=sr_1_11331?qid=1679156031&s=watches&sr=1-11331,5.0,1,"₹3,499",7000.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch11303.jpg,770000.0,4401.985710326832,0,228.737137272351,1,1,1,0.6236264792174528,0.7866701606799407,1,1
5628,IIK COLLECTION Purple Color Fancy Bracelet Design Black Glittery Dial Trending Magnetic Mesh Strap Analog Watch for Woman...,accessories,Watches,https://m.media-amazon.com/images/I/61eMKkPZtVL._AC_UL320_.jpg,https://www.amazon.in/IIK-Collection-Bracelet-Glittery-Trending/dp/B083CZ6RB3/ref=sr_1_5633?qid=1679155831&s=watches&sr=1-5633,4.0,1,₹269,999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch5628.jpg,109890.0,26857.823186632708,1,137.39221398809525,0,0,0,0.3764494768356704,0.5733063856036454,0,0
528,Fastrack Economy Analog Black Dial Women's Watch-NM6015SL02 / NL6015SL02,accessories,Watches,https://m.media-amazon.com/images/I/61UCJzWobPL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Economy-Analog-Womens-Watch-NK6015SL02/dp/B00DN3CT64/ref=sr_1_533?qid=1679155607&s=watches&sr=1-533,4.2,468,,2295.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch528.jpg,252450.0,7149.309936779048,0,152.23508889848063,0,0,0,0.6236264792174528,0.7866701606799407,0,0
1195,Sonata Analog Gold Dial Men's Watch-NL8107YM02/NP8107YM02,accessories,Watches,https://m.media-amazon.com/images/I/61nwTrjmMIL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Analog-Gold-Dial-Watch-NK8107YM02/dp/B00GSJBGC8/ref=sr_1_1204?qid=1679155660&s=watches&sr=1-1204,4.1,90,,1649.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch1195.jpg,181390.0,8116.303696562638,0,208.07510964543263,1,1,1,0.6236264792174528,0.7866701606799407,1,1
3446,"PIVOT Butterfly Design Rubber Belt Analogue Black Color Watch for Girls, Black Color Watch for Women",accessories,Watches,https://m.media-amazon.com/images/I/41cq-BM44xL._AC_UL320_.jpg,https://www.amazon.in/PIVOT-Butterfly-Design-Rubber-Analogue/dp/B09RKQ7JF1/ref=sr_1_3455?qid=1679155740&s=watches&sr=1-3455,4.0,1,₹196,399.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch3446.jpg,43890.0,6276.297166451866,0,171.39645220588235,0,0,1,0.6236264792174528,0.7866701606799407,1,0
6250,Casio Sheen Analog Silver Dial Women's Watch-SX275,accessories,Watches,https://m.media-amazon.com/images/I/61yqncFGAtL._AC_UL320_.jpg,https://www.amazon.in/Casio-Analog-Silver-Womens-Watch-SX275/dp/B08W4ZW1VB/ref=sr_1_6255?qid=1679155853&s=watches&sr=1-6255,1.0,1,"₹5,397",8995.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch6250.jpg,989450.0,5788.970936512779,0,217.77430641025643,1,1,1,0.6236264792174528,0.7866701606799407,1,1
4623,Open Deal Analogue Girl's Watch(Multicolour Dial Multicolor Colored Strap)-OD1254,accessories,Watches,https://m.media-amazon.com/images/I/61VjjdBIamL._AC_UL320_.jpg,https://www.amazon.in/Open-Deal-Analogue-Multicolour-Multicolor/dp/B08R3ZVJ6N/ref=sr_1_4628?qid=1679155785&s=watches&sr=1-4628,3.2,74,₹349,2999.0,/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch4623.jpg,329890.0,5156.751461516692,0,209.6677430874209,1,1,1,0.6236264792174528,0.7866701606799407,1,1
