file_path,sharpness_ave,light_or_dark,contains_text,is_shoe,T_proxy,outcome,y0,y1,T_plus_pu,T_plus_reg
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6678.jpg,1,0,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes11877.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes17457.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth12277.jpg,0,1,0,0,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth8178.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth11561.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes5435.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14826.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes2249.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6592.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes11379.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes4103.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth10577.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,1,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6878.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth1256.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth16452.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6506.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth8932.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes12341.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth18778.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth9046.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth97.jpg,0,0,0,0,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7069.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes4363.jpg,0,1,0,1,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14701.jpg,0,1,0,1,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes17665.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6571.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth6514.jpg,0,0,0,0,0,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth16581.jpg,0,1,0,0,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth11590.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes11671.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14545.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth12886.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7767.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,1,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14485.jpg,0,0,0,1,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes5459.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes4761.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes1154.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes9843.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes1267.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth11073.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth16199.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth5040.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14487.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth14108.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7433.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth4441.jpg,0,1,0,0,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth6711.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7321.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth4414.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth2656.jpg,0,0,0,0,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes15855.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth2855.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes15054.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth15253.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes703.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes4405.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes18500.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth8947.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14004.jpg,1,1,1,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth12080.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth16031.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth8035.jpg,0,0,0,0,0,1,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes8519.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes9974.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth6592.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth17931.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth1942.jpg,0,1,0,0,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes15628.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes10442.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes10843.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes12020.jpg,0,0,0,1,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6605.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7436.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes15924.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes11612.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth10879.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth14027.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes13465.jpg,0,1,1,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth14439.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth2323.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth18883.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes2886.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes1652.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes18506.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes14466.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes15621.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth13710.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes17342.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth1632.jpg,0,1,0,0,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes2880.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth1955.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes677.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes10541.jpg,1,0,0,1,0,1,0.9370266439430036,0.9706877692486436,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes958.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes10808.jpg,1,1,0,1,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth15337.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth12769.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth1971.jpg,1,1,0,0,1,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes17031.jpg,0,1,0,1,1,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth4888.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes6483.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth12185.jpg,1,0,0,0,0,1,0.9370266439430036,0.9706877692486436,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth3416.jpg,0,1,0,0,1,0,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes9382.jpg,0,1,0,1,0,1,0.4798263514691285,0.6724443902077795,1,1
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/shoes7012.jpg,0,0,0,1,0,0,0.4798263514691285,0.6724443902077795,0,0
/root/graduation_thetis/causal-bert-pytorch/input/shoclo_imgs/cloth7348.jpg,1,1,0,0,0,1,0.9370266439430036,0.9706877692486436,1,1
